Ref,Text Before,Named Entity,Text After,Label,Status
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 20",. ,"Aymar v. Beers, 7 Cowens’ Rep. 705",.,Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 9 The House of Representatives 677","But it may be asked, what are the first steps to be taken in order to arrive at a ",constitutional apportionment,"? Plainly, by taking the aggregate of population in all the states, (according to the constitutional rule,) and then ascertain the relative proportion of the population of each state to the population of the whole. This is necessarily so in regard to direct taxes; “By the ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 9 The House of Representatives 677","? Plainly, by taking the aggregate of population in all the states, (according to the constitutional rule,) and then ascertain the relative proportion of the population of each state to the population of the whole. This is necessarily so in regard to direct taxes; “By the ",constitution,",” says Mr. Chief Judice Marshall in delivering the opinion of the court, “direct taxation, in its application to states, shall be apportioned to numbers. Representation is not made the foundation of taxation. If, under the enumeration of a representative for every 30,000 souls, one state had been found to contain 59,000 and an other 60,000, the first would have been entitled to only one representative, and the last to two. Their taxes, however, would not have been as one to two, but as fifty-nine to sixty.” ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 9 The House of Representatives 677",",” says Mr. Chief Judice Marshall in delivering the opinion of the court, “direct taxation, in its application to states, shall be apportioned to numbers. Representation is not made the foundation of taxation. If, under the enumeration of a representative for every 30,000 souls, one state had been found to contain 59,000 and an other 60,000, the first would have been entitled to only one representative, and the last to two. Their taxes, however, would not have been as one to two, but as fifty-nine to sixty.” ","Loughborough v. Blake, 5 Wheaton’s R. 317, 320",". This is perfectly correct, because the constitution prohibits more than one representative for every 30,000. But if one state contain 100,000 souls, and another 200,000, there is no logic, which, consistently with common sense, or justice, could, upon any constitutional apportionment, assign three representatives to one, and seven to the other, any more than it could of a direct tax the proportion of three to one, and seven to the other. and there is no reason to say, that it can, or ought to be otherwise in regard to representatives; for that would be to contravene the very injunctions of the constitution, which require the like rule of apportionment in each case. In the one, the apportionment may be run down below unity; in the other, it cannot. But this does not change the nature of the rule, but only the extent of its application.",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12","It is usual to insert the words value received, in a bill or note; but they are unnecessary, and value is implied in every bill, note, and endorsement. These words are not usual in checks, which are negotiable, like in land bills, and are governed by the same rules. ","22. Popplewell v. Wilson, 1 Str. Rep. 264",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Emery v. Bartlett, 2 Lord Raym. 1555",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Boehm v. Sterling, 7 Term Rep. 423",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"White v. Ledwich, cited in Bayley on Bills, 25",". Nor is it necessary that the maker should subscribe his name at the bottom of the note; and it is sufficient if the maker’s name be in any part of the note, as if it should run, I, A. B. promise to pay C. D., or order, one hundred dollars. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",". Nor is it necessary that the maker should subscribe his name at the bottom of the note; and it is sufficient if the maker’s name be in any part of the note, as if it should run, I, A. B. promise to pay C. D., or order, one hundred dollars. ","23. Taylor v. Dobbins, 1 Str. Rep. 399",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Elliott v. Cooper, 2 Lord Raym. 1576",". This is, however, so much out of the common course, that a note wanting the usual subscription would be deemed imperfect, and it would, in point of fact, destroy its currency, and the public would very reasonably conclude, that the note had been left unfinished, and had got into circulation by fraud or mistake. If the note be payable to B., or bearer, it need not be endorsed; and it is the same, in effect, as if the name of B. had been omitted. The bearer may sue in his own name, on showing that he came by the note bona fide, and for a valuable consideration. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",". This is, however, so much out of the common course, that a note wanting the usual subscription would be deemed imperfect, and it would, in point of fact, destroy its currency, and the public would very reasonably conclude, that the note had been left unfinished, and had got into circulation by fraud or mistake. If the note be payable to B., or bearer, it need not be endorsed; and it is the same, in effect, as if the name of B. had been omitted. The bearer may sue in his own name, on showing that he came by the note bona fide, and for a valuable consideration. ","24. Grant v. Vaughan, 3 Burr. Rep. 1516",". So, a bill or note, payable to a fictitious person, may be sued by an innocent endorsee, as a note payable to bearer; and such a bill or note is good against the drawer or maker, and will bind the acceptor, if the fact that the payee was fictitious was known to the acceptor. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",". So, a bill or note, payable to a fictitious person, may be sued by an innocent endorsee, as a note payable to bearer; and such a bill or note is good against the drawer or maker, and will bind the acceptor, if the fact that the payee was fictitious was known to the acceptor. ","25. Collins v. Emett, 1 H. Blacks. Rep. 313",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Minet v. Gibson, 3 Term Rep. 481",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,1 H. Blacks. Rep. 569,. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Tatlock v. Harris, 3 Term Rep. 174",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Hunter v. Blodgett, 2 Yeates’ Rep. 480",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 44 (Of Negotiable Paper) 12",. ,"Foster v. Shattuck, 2 N. Hamp. Rep. 446",.,Citation,tp
"Tocqueville, Democracy in America (1835), Book I, Chapter XVIII Future Condition Of Three Races (Part II) 5","Several attempts have been made to diffuse knowledge amongst the Indians, without controlling their wandering propensities; by the Jesuits in Canada, and by the Puritans in New England; [ See the “","Histoire de la Nouvelle France,","” by Charlevoix, and the work entitled “",Citation,tp
"Tocqueville, Democracy in America (1835), Book I, Chapter XVIII Future Condition Of Three Races (Part II) 5","” by Charlevoix, and the work entitled “",Lettres edifiantes,".”] but none of these endeavors were crowned by any lasting success. Civilization began in the cabin, but it soon retired to expire in the woods. The great error of these legislators of the Indians was their not understanding that, in order to succeed in civilizing a people, it is first necessary to fix it; which cannot be done without inducing it to cultivate the soil; the Indians ought in the first place to have been accustomed to agriculture. But not only are they destitute of this indispensable preliminary to civilization, they would even have great difficulty in acquiring it. Men who have once abandoned themselves to the restless and adventurous life of the hunter, feel an insurmountable disgust for the constant and regular labor which tillage requires. We see this proved in the bosom of our own society; but it is far more visible among peoples whose partiality for the chase is a part of their national character.",Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 2, Chapter IV Of The Nature Of Courts 25","“In any cause”—said the judge of the high court of admiralty of England, in a very late decision ",p. 1. Col. Jur. 68,". —“In any cause where the crown is a party, it can no more withhold evidence of documents in its possession, than a private person. If the court thinks proper to order the production of any publick instrument, that order must be obeyed.”",Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 2, Chapter VIII The Subject Continued Of Counsellors And Attornies 15",By a law of Pennsylvania ,q. 1. Laws. Penn. 185. s. 28,". it is provided, that a competent number of persons, learned in the law, and of an honest disposition, may be admitted by the justices of the several courts to practise as attornies in them. No attorney shall be admitted, without taking an oath or affirmation—that he will behave himself in the office of attorney within the court, according to the best of his learning and ability, and with all good fidelity, as well to the court as to the client; that he will use no falsehood, nor delay any person’s cause for lucre or malice. ",Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 2, Chapter VIII The Subject Continued Of Counsellors And Attornies 15",". it is provided, that a competent number of persons, learned in the law, and of an honest disposition, may be admitted by the justices of the several courts to practise as attornies in them. No attorney shall be admitted, without taking an oath or affirmation—that he will behave himself in the office of attorney within the court, according to the best of his learning and ability, and with all good fidelity, as well to the court as to the client; that he will use no falsehood, nor delay any person’s cause for lucre or malice. ",r. Id. 360. s. 38,.,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 35 (Of the Nature, and Various Kinds of Personal Property) 11",The civil law contained the same principle as that which the Supreme Court adopted. It was a question in the ,Roman law,", whether a wild beast belonged to hire who had wounded it so that it might easily be taken. The civilians differed on the question; but Justinian adopted the opinion, that the property in the wounded wild beast did not attach until the beast was actually taken. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 35 (Of the Nature, and Various Kinds of Personal Property) 11",", whether a wild beast belonged to hire who had wounded it so that it might easily be taken. The civilians differed on the question; but Justinian adopted the opinion, that the property in the wounded wild beast did not attach until the beast was actually taken. ",26. Inst. 2. 1. 13. Dig. 41. 1. 5,". 2. So, if a swarm of bees had flown from the hive of A., they were reputed his so long as the swarm remained in sight, and might easily be pursued, otherwise they became the property of the first occupant. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 35 (Of the Nature, and Various Kinds of Personal Property) 11",". 2. So, if a swarm of bees had flown from the hive of A., they were reputed his so long as the swarm remained in sight, and might easily be pursued, otherwise they became the property of the first occupant. ",27. Inst. 2. 1. 11,". Merely finding a tree on the land of another, containing a swarm of bees, and marking it, does not vest the property of the bees in the finder. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 35 (Of the Nature, and Various Kinds of Personal Property) 11",". Merely finding a tree on the land of another, containing a swarm of bees, and marking it, does not vest the property of the bees in the finder. ","28. Gillet v. Mason, 7 Johns. Rep. 16",". Bees which swarm upon a tree, do not become private property until actually hived. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 35 (Of the Nature, and Various Kinds of Personal Property) 11",". Bees which swarm upon a tree, do not become private property until actually hived. ","29. Inst. 2. 1. 14. Wallis v. Mease, 3 Binney, 546",.,Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 3, Chapter II Of Crimes Against The Right Of Individuals To Their Property 4","This principle, however, seems to have gained its full establishment only by the liberality of modern times. It is remarkable, that a law made on this liberal principle, in an early period of Pennsylvania, was repealed by the king in council. ",c. R. O. book A. vol. 1. p. 14,". But this is not the only instance, in which the improving spirit of our legislation has been at first checked, but has received subsequent countenance by late decisions in England.",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 44 Amendments to the Constitution 1885","Whether the national government possesses a power to pass any law, not restraining the ",liberty of the press,", but punishing the licentiousness of the press, is a question of a very different nature, upon which the commentator abstains from expressing any opinion. In 1798, Congress, believing that they possessed a constitutional authority for that purpose, passed an act, punishing all unlawful combinations, and conspiracies, to oppose the measures of the government, or to impede the operation of the laws, or to intimidate and prevent any officer of the United States from undertaking, or executing his duty. The same act further provided, for a public presentation, and punishment by fine, and imprisonment, of all persons, who should write, print, utter, or publish any false, scandalous, and malicious writing, or writings against the government of the United States, or of either house of congress, or of the president, with an intent to defame them, or bring them into contempt, or disrepute, or to excite against them the hatred of the good people of the United States; or to excite them to oppose any law, or act of the president, in pursuance of law of his constitutional powers; or to resist, or oppose, or defeat any taw; or to aid, encourage, or abet any hostile designs of any foreign nation against the United States. And the same act authorized the truth to be given in evidence on any such prosecution; and the jury, upon the trial, to determine the law and the fact, as in other cases. ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 44 Amendments to the Constitution 1885",", but punishing the licentiousness of the press, is a question of a very different nature, upon which the commentator abstains from expressing any opinion. In 1798, Congress, believing that they possessed a constitutional authority for that purpose, passed an act, punishing all unlawful combinations, and conspiracies, to oppose the measures of the government, or to impede the operation of the laws, or to intimidate and prevent any officer of the United States from undertaking, or executing his duty. The same act further provided, for a public presentation, and punishment by fine, and imprisonment, of all persons, who should write, print, utter, or publish any false, scandalous, and malicious writing, or writings against the government of the United States, or of either house of congress, or of the president, with an intent to defame them, or bring them into contempt, or disrepute, or to excite against them the hatred of the good people of the United States; or to excite them to oppose any law, or act of the president, in pursuance of law of his constitutional powers; or to resist, or oppose, or defeat any taw; or to aid, encourage, or abet any hostile designs of any foreign nation against the United States. And the same act authorized the truth to be given in evidence on any such prosecution; and the jury, upon the trial, to determine the law and the fact, as in other cases. ","Act of 14th July, 1798, ch. 91",.,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Four, Part VI (Of the Law Concerning Real Property, CON'T), Lecture 54 (Of Estates for Life) 69","(2.) He is entitled, through his lawful representatives, to the profits of the growing crops, in case the estate determines by his death before the produce can be gathered. The profits are termed emblements, and are given on very obvious principles of justice and policy, as the time of the determination of the estate is uncertain. He who rightfully sows ought to reap the profits of his labor, and the emblements are confined to the products of the earth, arising from the annual labor of the tenant. The rule extends to every case where the estate for life determines; by the act of God, or by the act of the law, and not to cases where the estate is determined by the voluntary, wilful, or wrongful act of the tenant himself. ","187. Oland’s case, 5 Co. t.16. Debow v. Titus, a Halsted, t5&amp",";. The doctrine of emblements is, applicable only to the products of the earth which are annual, and raised by the yearly and labor of the tenant. It applies to grain, garden roots, etc., but not to grass, or fruits, which are the natural product of the soil, and do not essentially owe their annual existence to the cultivation of man. The tenant, under the protection of this rule, is invited to agricultural industry, without the apprehension of loss by reason of the unforeseen contingency of his death. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Four, Part VI (Of the Law Concerning Real Property, CON'T), Lecture 54 (Of Estates for Life) 69",";. The doctrine of emblements is, applicable only to the products of the earth which are annual, and raised by the yearly and labor of the tenant. It applies to grain, garden roots, etc., but not to grass, or fruits, which are the natural product of the soil, and do not essentially owe their annual existence to the cultivation of man. The tenant, under the protection of this rule, is invited to agricultural industry, without the apprehension of loss by reason of the unforeseen contingency of his death. ",188. Co. Litt. 55. b,.,Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 38 The Judiciary (Importance and Powers of in Three Parts, Part I, Part II, Part III) 1706",“The ,constitution," declares, that in cases, where a state is a party, the Supreme Court shall have ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 38 The Judiciary (Importance and Powers of in Three Parts, Part I, Part II, Part III) 1706"," declares, that in cases, where a state is a party, the Supreme Court shall have ",original jurisdiction,"; but does not say, that its appellate jurisdiction shall not be exercised in cases, where, from their nature, appellate jurisdiction is given, whether a state be, or be not a party. ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 38 The Judiciary (Importance and Powers of in Three Parts, Part I, Part II, Part III) 1706","; but does not say, that its appellate jurisdiction shall not be exercised in cases, where, from their nature, appellate jurisdiction is given, whether a state be, or be not a party. ","Cohens v. Virginia, 6 Wheat. R. 264, 392, et seq",". It may be conceded, that where the case is of such a nature, as to admit of its originating in the Supreme Court, it ought to originate there; but where, from its nature, it cannot originate in that court, these words ought not to be so construed, as to require it. There are many cases, in which it would be found extremely difficult, and subversive of the spirit of the constitution, to maintain the construction, that appellate jurisdiction cannot be exercised, where one of the parties might sue, or be sued in this court. The ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 38 The Judiciary (Importance and Powers of in Three Parts, Part I, Part II, Part III) 1706",". It may be conceded, that where the case is of such a nature, as to admit of its originating in the Supreme Court, it ought to originate there; but where, from its nature, it cannot originate in that court, these words ought not to be so construed, as to require it. There are many cases, in which it would be found extremely difficult, and subversive of the spirit of the constitution, to maintain the construction, that appellate jurisdiction cannot be exercised, where one of the parties might sue, or be sued in this court. The ",constitution," defines the jurisdiction of the Supreme Court, but does not define that of the inferior courts. Can it be affirmed, that a state might not sue the citizen of another state in a Circuit Court? Should the Circuit Court decide for, or against its jurisdiction, should it dismiss the suit, or give judgment against the state, might not its decision be revised in the Supreme Court? The argument is, that it could not; and the very clause, which is urged to prove, that the Circuit Court could give no judgment in the case, is also urged to prove, that its judgment is irreversible. A supervising court, whose peculiar province it is to correct the errors of an inferior court, has no power to correct a judgment given without jurisdiction, because, in the same case, that supervising court has original jurisdiction. Had negative words been employed, it would be difficult to give them this construction, if they would admit of any other. But, without negative words, this irrational construction can never be maintained.",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 15 Power to Borrow Money and Regulate Commerce 1055","But this subject has been already so much discussed, and the reasons for conferring the power so fully. developed, that it seems unnecessary to dwell farther upon its importance and necessity. The ","Federalist, No. 7. 11, 12, 22, 41, 42",". In the convention there does not appear to have been any considerable (if, indeed, there was any) opposition to the grant of the power. It was reported in the first draft of the ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 15 Power to Borrow Money and Regulate Commerce 1055",". In the convention there does not appear to have been any considerable (if, indeed, there was any) opposition to the grant of the power. It was reported in the first draft of the ",constitution," exactly, as it now stands, except that the words, “and with the Indian tribes,” were afterwards added; and it passed without a division. ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 15 Power to Borrow Money and Regulate Commerce 1055"," exactly, as it now stands, except that the words, “and with the Indian tribes,” were afterwards added; and it passed without a division. ","Journal of Convention, 220, 257, 260, 356, 378",.,Citation,tp
"Tocqueville, Democracy in America (1835), Book I, Chapter XIII Government Of The Democracy In America (Part III) 14","The American Union has now subsisted for half a century, in the course of which time its existence has only once been attacked, namely, during the War of Independence. At the commencement of that long war, various occurrences took place which betokened an extraordinary zeal for the service of the country. [ One of the most singular of these occurrences was the ",resolution which the Americans took of temporarily abandoning the use of tea,". Those who know that men usually cling more to their habits than to their life will doubtless admire this great though obscure sacrifice which was made by a whole people.] But as the contest was prolonged, symptoms of private egotism began to show themselves. No money was poured into the public treasury; few recruits could be raised to join the army; the people wished to acquire independence, but was very ill-disposed to undergo the privations by which alone it could be obtained. “Tax laws,” says Hamilton in the “",Citation,tp
"Tocqueville, Democracy in America (1835), Book I, Chapter XIII Government Of The Democracy In America (Part III) 14",". Those who know that men usually cling more to their habits than to their life will doubtless admire this great though obscure sacrifice which was made by a whole people.] But as the contest was prolonged, symptoms of private egotism began to show themselves. No money was poured into the public treasury; few recruits could be raised to join the army; the people wished to acquire independence, but was very ill-disposed to undergo the privations by which alone it could be obtained. “Tax laws,” says Hamilton in the “",Federalist” (No. 12,"), “have in vain been multiplied; new methods to enforce the collection have in vain been tried; the public expectation has been uniformly disappointed and the treasuries of the States have remained empty. The popular system of administration inherent in the nature of popular government, coinciding with the real scarcity of money incident to a languid and mutilated state of trade, has hitherto defeated every experiment for extensive collections, and has at length taught the different legislatures the folly of attempting them.”",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 37 Executive (Powers and Duties) 1498","Subject to these exceptions, (and perhaps there may be others of a like nature standing on special grounds,) the ",power of pardon," is general and unqualified, reaching from the highest to the lowest offenses. The ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 37 Executive (Powers and Duties) 1498"," is general and unqualified, reaching from the highest to the lowest offenses. The ","power of remission of fines, penalties, and forfeitures"," is also included in it; and may in the last resort be exercised by the executive, although it is in many cases by our laws confided to the treasury department. ",Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 37 Executive (Powers and Duties) 1498"," is also included in it; and may in the last resort be exercised by the executive, although it is in many cases by our laws confided to the treasury department. ","Act of 3d of March, 1797, ch. 67",; ,Citation,tp
"Story, Commentaries on the Constitution of the United States, 1833, Book III, Chapter 37 Executive (Powers and Duties) 1498",; ,"Act of 11th of Feb. 1800, ch. 6",". No law can abridge the constitutional powers of the executive department, or interrupt its right to interpose by pardon in such cases. Instances of the exercise of this power by the president, in remitting fines and penalties in cases, not within the scope of the laws giving authority to the treasury department, have repeatedly occurred; and their obligatory force has never been questioned.",Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 1, Chapter I Introductory Lecture Of The Study Of The Law In The United States 6","They have not, it is true, been long or much known upon the great theatre of nations: their immature age has not hitherto furnished them with many occasions of extending their renown to the distant quarters of the globe. But, in real worth and excellence, I boldly venture to compare them with the most illustrious commonwealths, which adorn the records of fame. When some future Xenophon ",3. Xenophon (427–355 bc,) was a Greek historian. or Thucydides ,Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 1, Chapter I Introductory Lecture Of The Study Of The Law In The United States 6",) was a Greek historian. or Thucydides ,4. Thucydides (c. 460–400 bc,) was a Greek historian best known for his ,Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 1, Chapter I Introductory Lecture Of The Study Of The Law In The United States 6",) was a Greek historian best known for his ,History of the Peloponnesian War,. shall arise to do justice to their virtues and their actions; the glory of America will rival—it will outshine the glory of Greece.,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 45 (Of the Title to Merchant's Vessels) 27",The ,English registry act of 26 Geo. III,". requires the certificate of the registry to be truly recited at length in every bill of sale of a British ship to a British subject, otherwise such bill of sale is declared to be utterly null and void to all intents and purposes; and this is held to be necessary, even though the ship was at sea at the time, and the vendee took the grand bill of sale, and possession of the ship, immediately on next arrival in port. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 45 (Of the Title to Merchant's Vessels) 27",". requires the certificate of the registry to be truly recited at length in every bill of sale of a British ship to a British subject, otherwise such bill of sale is declared to be utterly null and void to all intents and purposes; and this is held to be necessary, even though the ship was at sea at the time, and the vendee took the grand bill of sale, and possession of the ship, immediately on next arrival in port. ","53. Rolleston v. Hibbert, 3 Term Rep. 406",. The ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 45 (Of the Title to Merchant's Vessels) 27",. The ,laws of the United States," do not go to that rigorous extent; and the only consequence of a transfer, without a writing containing a recital at length of the certificate of registry, is, that the vessel cannot be registered anew, and she loses her privileges as an American vessel, and becomes subject to the disabilities incident to vessels not registered, enrolled, or licensed, as the statute prescribes. But where an American registered vessel was in part sold, by parol, while at sea, to an American citizen, and again resold by parol to her original owner, on her return into port, and before entry, that transaction did not deprive the vessel of her American privileges, or subject her to foreign duties, for, in that case, no new register was requisite. It would have been, except in date, a duplicate of the old one, and perfectly useless. ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Three, Part V (Of the Law Concerning Personal Property, CON'T), Lecture 45 (Of the Title to Merchant's Vessels) 27"," do not go to that rigorous extent; and the only consequence of a transfer, without a writing containing a recital at length of the certificate of registry, is, that the vessel cannot be registered anew, and she loses her privileges as an American vessel, and becomes subject to the disabilities incident to vessels not registered, enrolled, or licensed, as the statute prescribes. But where an American registered vessel was in part sold, by parol, while at sea, to an American citizen, and again resold by parol to her original owner, on her return into port, and before entry, that transaction did not deprive the vessel of her American privileges, or subject her to foreign duties, for, in that case, no new register was requisite. It would have been, except in date, a duplicate of the old one, and perfectly useless. ","54. The United States v. Willings and Francis, 4 Cranch’s Rep. 48",.,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 39 (Of the Contract of Sale) 71",The doctrine of that case was powerfully sustained by Lord Mansfield in ,Worseley v. Demattos &amp; Slader. 170,. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 39 (Of the Contract of Sale) 71",. ,1 Burr. 467,. That case arose under the ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 39 (Of the Contract of Sale) 71",. That case arose under the ,bankrupt act of 21 James I,", and it was held by the K. B., that a mortgage of goods, with possession retained by the mortgagor, was fraudulent in law equally as it would be upon an absolute sale. To give a creditor priority by such a mortgage, when the mortgagor is allowed to appear and act as owner, is enabling him to impose upon mankind by false appearances; for where possession is not delivered, goods may be mortgaged a hundred times over, and open a plentiful source of deceit. But in ",Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 39 (Of the Contract of Sale) 71",", and it was held by the K. B., that a mortgage of goods, with possession retained by the mortgagor, was fraudulent in law equally as it would be upon an absolute sale. To give a creditor priority by such a mortgage, when the mortgagor is allowed to appear and act as owner, is enabling him to impose upon mankind by false appearances; for where possession is not delivered, goods may be mortgaged a hundred times over, and open a plentiful source of deceit. But in ","Cadogan v. Kennet, 171",. ,Citation,tp
"Kent, Commentaries on American Law (1826 Though 1830), Volume Two, Part V (Of the Law Concerning Personal Property), Lecture 39 (Of the Contract of Sale) 71",. ,Cowp. Rep. 432,". where household goods, by settlement before marriage, in consideration of the marriage, and of the wife’s marriage portion, were conveyed to trustees in trust for the settler for life, remainder to his wife for life, and remainder to the sons of the marriage, it was held, that those goods were protected from execution in favor of a creditor existing at the time of the settlement, though the grantor continued in possession of the goods. The transaction was fair and honest in point of fact, and it was part of the trust that the goods should continue in the house.",Citation,tp
"Wilson, Lectures on Law (1789 to 1791), Part 1, Chapter XIII Of The Nature And Philosophy Of Evidence 73","“This is very plain,” says my Lord Chief Baron Gilbert, “that when we cannot see or hear any thing ourselves, and yet are obliged to make a judgment of it, we must see and hear from report of others; which is one step farther from demonstration, which is founded upon the view of our own senses: and yet there is that faith and credit to be given to the honesty and integrity of credible and disinterested witnesses, attesting any fact under the solemnities and obligation of religion, and the dangers and penalties of perjury, that the mind equally acquiesces therein as in knowledge by demonstration; for it cannot have any more reason to be doubted than if we ourselves had heard or seen it. And this is the original of trials, and all manner of evidence.” ",r. Gilb. Ev. 4,.,Citation,tp
